,nombre,urls,novela_id,capitulo_id
0,Chapter 1,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-1,65f31a920482fb05152092f1,65f356180482fb051520986c
1,Chapter 2,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-2,65f31a920482fb05152092f1,65f3561b0482fb051520986d
2,Chapter 3,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-3,65f31a920482fb05152092f1,65f3561f0482fb051520986e
3,Chapter 4,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-4,65f31a920482fb05152092f1,65f356230482fb051520986f
4,Chapter 5,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-5,65f31a920482fb05152092f1,65f356270482fb0515209870
5,Chapter 6,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-6,65f31a920482fb05152092f1,65f3562b0482fb0515209871
6,Chapter 7,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-7,65f31a920482fb05152092f1,65f3562e0482fb0515209872
7,Chapter 8,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-8,65f31a920482fb05152092f1,65f356320482fb0515209873
8,Chapter 9,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-9,65f31a920482fb05152092f1,65f356360482fb0515209874
9,Chapter 10,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-10,65f31a920482fb05152092f1,65f3563a0482fb0515209875
10,Chapter 11,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-11,65f31a920482fb05152092f1,65f3563d0482fb0515209877
11,Chapter 12,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-12,65f31a920482fb05152092f1,65f356410482fb0515209878
12,Chapter 13,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-13,65f31a920482fb05152092f1,65f356450482fb0515209879
13,Chapter 14,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-14,65f31a920482fb05152092f1,65f356480482fb051520987a
14,Chapter 15,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-15,65f31a920482fb05152092f1,65f3564c0482fb051520987b
15,Chapter 16,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-16,65f31a920482fb05152092f1,65f356500482fb051520987c
16,Chapter 17,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-17,65f31a920482fb05152092f1,65f356540482fb051520987d
17,Chapter 18,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-18,65f31a920482fb05152092f1,65f356570482fb051520987e
18,Chapter 19,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-19,65f31a920482fb05152092f1,65f3565b0482fb051520987f
19,Chapter 20,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-20,65f31a920482fb05152092f1,65f3565f0482fb0515209880
20,Chapter 21,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-21,65f31a920482fb05152092f1,65f356620482fb0515209882
21,Chapter 22,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-22,65f31a920482fb05152092f1,65f356660482fb0515209883
22,Chapter 23,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-23,65f31a920482fb05152092f1,65f356690482fb0515209884
23,Chapter 24,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-24,65f31a920482fb05152092f1,65f3566d0482fb0515209885
24,Chapter 25,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-25,65f31a920482fb05152092f1,65f356710482fb0515209886
25,Chapter 26,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-26,65f31a920482fb05152092f1,65f356750482fb0515209887
26,Chapter 27,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-27,65f31a920482fb05152092f1,65f356780482fb0515209888
27,Chapter 28,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-28,65f31a920482fb05152092f1,65f3567c0482fb0515209889
28,Chapter 29,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-29,65f31a920482fb05152092f1,65f356800482fb051520988a
29,Chapter 30,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-30,65f31a920482fb05152092f1,65f356840482fb051520988c
30,Chapter 31,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-31,65f31a920482fb05152092f1,65f356880482fb051520988d
31,Chapter 32,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-32,65f31a920482fb05152092f1,65f3568c0482fb051520988e
32,Chapter 33,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-33,65f31a920482fb05152092f1,65f3568f0482fb051520988f
33,Chapter 34,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-34,65f31a920482fb05152092f1,65f356930482fb0515209890
34,Chapter 35,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-35,65f31a920482fb05152092f1,65f356970482fb0515209891
35,Chapter 36,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-36,65f31a920482fb05152092f1,65f3569a0482fb0515209892
36,Chapter 37,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-37,65f31a920482fb05152092f1,65f3569e0482fb0515209893
37,Chapter 38,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-38,65f31a920482fb05152092f1,65f356a20482fb0515209894
38,Chapter 39,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-39,65f31a920482fb05152092f1,65f356a50482fb0515209895
39,Chapter 40,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-40,65f31a920482fb05152092f1,65f356a90482fb0515209896
40,Chapter 41,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-41,65f31a920482fb05152092f1,65f356ae0482fb0515209898
41,Chapter 42,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-42,65f31a920482fb05152092f1,65f356b20482fb0515209899
42,Chapter 43,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-43,65f31a920482fb05152092f1,65f356b50482fb051520989a
43,Chapter 44,https://novel-bin.net/novel-bin/invincible-dad-of-another-world-nov-432981589/chapter-44,65f31a920482fb05152092f1,65f356b90482fb051520989b
